id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl
166,@Ramzan_Kadirov222,Bea cukai? Apasih fungsi mereka😂😂😂,Ugwvl9M2zaxxwQtg18l4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugwvl9M2zaxxwQtg18l4AaABAg,4/29/2024 12:29,0,Bea cukai? Apasih fungsi mereka😂😂😂,http://www.youtube.com/@Ramzan_Kadirov222
167,@scahyonocahyono6193,"ACH PURA PURA GA TAHU, BOHONG KALAU GA TAHU. PAYAH.... .",UgyZLz7DF38-jz0lwL94AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgyZLz7DF38-jz0lwL94AaABAg,4/29/2024 12:29,0,"ACH PURA PURA GA TAHU, BOHONG KALAU GA TAHU. PAYAH.... .",http://www.youtube.com/@scahyonocahyono6193
168,@chabichanelberbagi9811,"😂 yg viral cuma beberapa, yg ga viral lebih banyak lagi...tukang palak berseragam😅",Ugwlf4WGyZkBiRyafQt4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugwlf4WGyZkBiRyafQt4AaABAg,4/29/2024 12:29,0,"😂 yg viral cuma beberapa, yg ga viral lebih banyak lagi...tukang palak berseragam😅",http://www.youtube.com/@chabichanelberbagi9811
169,@stevenhoe451,"kalau menkeu serius, harus ada yg dipecat dari beacukai. malu sama Indonesia bu",UgzHWNdP7f5xXh6U8LV4AaABAg,,1,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgzHWNdP7f5xXh6U8LV4AaABAg,4/29/2024 12:28,0,"kalau menkeu serius, harus ada yg dipecat dari beacukai. malu sama Indonesia bu",http://www.youtube.com/@stevenhoe451
170,@user-od7fe8we9s,Dari Batam juga banyak pengiriman barang yg diduga TDK sesuai dgn jenis barang yg diajukan dan ada juga pembayaran pajak barang yg asal asalan.ada negosiasi pajak per konteiner antara bcukai dan pengguna jasa itu BS saya buktikan,Ugw9ajTuKjpxuaZz1MV4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugw9ajTuKjpxuaZz1MV4AaABAg,4/29/2024 12:28,0,Dari Batam juga banyak pengiriman barang yg diduga TDK sesuai dgn jenis barang yg diajukan dan ada juga pembayaran pajak barang yg asal asalan.ada negosiasi pajak per konteiner antara bcukai dan pengguna jasa itu BS saya buktikan,http://www.youtube.com/@user-od7fe8we9s
171,@alfatih4460,Gilaa.. gilaaa. .. bea cukai,UgzGu-GYHMzboTMbra14AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgzGu-GYHMzboTMbra14AaABAg,4/29/2024 12:25,0,Gilaa.. gilaaa. .. bea cukai,http://www.youtube.com/@alfatih4460
172,@juniansyah_bani,Kepemimpinan Presiden Jokowi berhasil menggerakkan proyek infrastruktur besar di seluruh😢,UgzCF9S_a2p-kHhIWIZ4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgzCF9S_a2p-kHhIWIZ4AaABAg,4/29/2024 12:23,0,Kepemimpinan Presiden Jokowi berhasil menggerakkan proyek infrastruktur besar di seluruh😢,http://www.youtube.com/@juniansyah_bani
173,@murniagustina1438,"Yang korupsi besar""ran santuy Yang sederhana di cekek Kalian waras wahai pemimpin rakyat",UgyCU17V3z6090NrMT54AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgyCU17V3z6090NrMT54AaABAg,4/29/2024 12:23,0,"Yang korupsi besar""ran santuy Yang sederhana di cekek Kalian waras wahai pemimpin rakyat",http://www.youtube.com/@murniagustina1438
174,@siapaaku7354,Kalo gak viral ya diam diam saja 🤣🤣🤣,UgwZvRgsp9MF0yl6CL54AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgwZvRgsp9MF0yl6CL54AaABAg,4/29/2024 12:21,0,Kalo gak viral ya diam diam saja 🤣🤣🤣,http://www.youtube.com/@siapaaku7354
175,@denbei123,"Sebelum menerapkan pajak ke masyarakat,,wajib buat di audit independen buat para pejabat dan para ASN """"di bea cukai atw instansi terkait,,,,,,,",Ugz-Mevmo34mST4eBG94AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugz-Mevmo34mST4eBG94AaABAg,4/29/2024 12:21,0,"Sebelum menerapkan pajak ke masyarakat,,wajib buat di audit independen buat para pejabat dan para ASN """"di bea cukai atw instansi terkait,,,,,,,",http://www.youtube.com/@denbei123
176,@SalimHabsyi,Mna rkyat tmbh miskin,UgyBXd2-3UQ8-fAroYJ4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgyBXd2-3UQ8-fAroYJ4AaABAg,4/29/2024 12:19,0,Mna rkyat tmbh miskin,http://www.youtube.com/@SalimHabsyi
177,@SalimHabsyi,Bohong smua itu bea cukai,Ugz_MXyetSaInOLtOKZ4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugz_MXyetSaInOLtOKZ4AaABAg,4/29/2024 12:18,0,Bohong smua itu bea cukai,http://www.youtube.com/@SalimHabsyi
178,@CalonMenhan007,"Apa harus viral dulu baru bisa melayani rakyat?? Sampai Menteri harus turun gunung dulu baru bisa bekerja?? Lucunya lagi penyerahannya difoto2 bak pahlawan seakan ga punya dosa... Barang HIBAH saja DIPERSULIT, apalagi BELI???? Harusnya oknum BC MALU.... dan MUNDUR DARI JABATANNYA bukan BERLAGAK PAHLAWAN. Oooohhhh negeri penuh mafiaaa.....",Ugzs-2omSh8ZKIJ5iGF4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugzs-2omSh8ZKIJ5iGF4AaABAg,4/29/2024 12:17,0,"Apa harus viral dulu baru bisa melayani rakyat?? Sampai Menteri harus turun gunung dulu baru bisa bekerja?? Lucunya lagi penyerahannya difoto2 bak pahlawan seakan ga punya dosa... Barang HIBAH saja DIPERSULIT, apalagi BELI???? Harusnya oknum BC MALU.... dan MUNDUR DARI JABATANNYA bukan BERLAGAK PAHLAWAN. Oooohhhh negeri penuh mafiaaa.....",http://www.youtube.com/@CalonMenhan007
179,@azizgamersmotovlog2926,Bea cukai dtunggu prtanggung jwabanya di akhirat,UgwI7Hs0MiX9ZTEJjbN4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgwI7Hs0MiX9ZTEJjbN4AaABAg,4/29/2024 12:15,0,Bea cukai dtunggu prtanggung jwabanya di akhirat,http://www.youtube.com/@azizgamersmotovlog2926
180,@blackant2179,_HAJAR TEROSSSSS KAYA ITU HARUS.._ -kapan lagi-,Ugx5g37w8xyRtZztJ7l4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugx5g37w8xyRtZztJ7l4AaABAg,4/29/2024 12:14,0,_HAJAR TEROSSSSS KAYA ITU HARUS.._ -kapan lagi-,http://www.youtube.com/@blackant2179
181,@CarpeDiem-ww2fk,Beneran aneh ini bea cukai...sungguh keterlaluan sih😢😢,Ugy0A6iUV1DwYy05nHB4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugy0A6iUV1DwYy05nHB4AaABAg,4/29/2024 12:14,0,Beneran aneh ini bea cukai...sungguh keterlaluan sih😢😢,http://www.youtube.com/@CarpeDiem-ww2fk
182,@harissyafii4946,Berapa gaji pegawai bea cukai,Ugy8CmKX-733Bpy-yZZ4AaABAg,,1,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugy8CmKX-733Bpy-yZZ4AaABAg,4/29/2024 12:12,0,Berapa gaji pegawai bea cukai,http://www.youtube.com/@harissyafii4946
183,@fajzaryashofar7663,Kurang zalim apalagi coba pejabat2 di Indonesia 😠 orang buta dipalak ratusan juta,UgyHd1tD7_y7oyLR-254AaABAg,,1,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgyHd1tD7_y7oyLR-254AaABAg,4/29/2024 12:10,0,Kurang zalim apalagi coba pejabat2 di Indonesia 😠 orang buta dipalak ratusan juta,http://www.youtube.com/@fajzaryashofar7663
184,@user-rs2yk4zl2l,Ini utk sekolah,UgyvtljVhFCPaMJobLF4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgyvtljVhFCPaMJobLF4AaABAg,4/29/2024 12:09,0,Ini utk sekolah,http://www.youtube.com/@user-rs2yk4zl2l
185,@alanmaulana3851,Oi siswa yg asli dapet bntuan udah keburu lulus anj... yg dapet malah adik kelasnya..,Ugy-5JfsB1e9UeWNxBR4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugy-5JfsB1e9UeWNxBR4AaABAg,4/29/2024 12:09,0,Oi siswa yg asli dapet bntuan udah keburu lulus anj... yg dapet malah adik kelasnya..,http://www.youtube.com/@alanmaulana3851
186,@udinsamir7689,BEA Cuihhhh....,Ugy-kSzbAtnPkNTw9e94AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugy-kSzbAtnPkNTw9e94AaABAg,4/29/2024 12:09,0,BEA Cuihhhh....,http://www.youtube.com/@udinsamir7689
187,@bettamadesimple9139,rakuuusss itu untuk anak SLB belajar bgsd,UgxFb2cfwwrjiJrKsjd4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgxFb2cfwwrjiJrKsjd4AaABAg,4/29/2024 11:59,0,rakuuusss itu untuk anak SLB belajar bgsd,http://www.youtube.com/@bettamadesimple9139
188,@pavise6333,Yang tuna netra itu becuk. Udah buta mata hatinya,UgxnaSEPWmBDSWkt7PF4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgxnaSEPWmBDSWkt7PF4AaABAg,4/29/2024 11:56,0,Yang tuna netra itu becuk. Udah buta mata hatinya,http://www.youtube.com/@pavise6333
189,@johnadi3126,Alangkah jahat nya oy...buat anak SLB aja disikat wkwk...,UgyjGR8lJsjKVizr1y94AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgyjGR8lJsjKVizr1y94AaABAg,4/29/2024 11:54,0,Alangkah jahat nya oy...buat anak SLB aja disikat wkwk...,http://www.youtube.com/@johnadi3126
190,@realmipro6006,AKIBAT METERI NYA KACUNG PENJAJAH AMERIKA,Ugz8V2wOQykOUcX7-qt4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugz8V2wOQykOUcX7-qt4AaABAg,4/29/2024 11:52,0,AKIBAT METERI NYA KACUNG PENJAJAH AMERIKA,http://www.youtube.com/@realmipro6006
191,@ismoencanal1064,Itulah mengapa pemerintah tidak pernah mendukung hasil karya inovasi produk.. Karna barang dari dalam pajaknya minim..,Ugxy9J7ueAedTs4Jo0F4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugxy9J7ueAedTs4Jo0F4AaABAg,4/29/2024 11:51,0,Itulah mengapa pemerintah tidak pernah mendukung hasil karya inovasi produk.. Karna barang dari dalam pajaknya minim..,http://www.youtube.com/@ismoencanal1064
192,@Nurlailawati-wh7vj,kpk turunkan,UgweGB3YdYqHAdu99wR4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgweGB3YdYqHAdu99wR4AaABAg,4/29/2024 11:51,0,kpk turunkan,http://www.youtube.com/@Nurlailawati-wh7vj
193,@BaturLombok,"Preman berkedok ,bia Cukai ,pecat dan penjara aja oknum sampah",UgwHYXqjlbceaOp3G414AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgwHYXqjlbceaOp3G414AaABAg,4/29/2024 11:49,0,"Preman berkedok ,bia Cukai ,pecat dan penjara aja oknum sampah",http://www.youtube.com/@BaturLombok
194,@bahtiaraditya4421,"Mantap , pilihan prabowo sedangkan prabowo melanjutkan jokowi , berarti 10 tahun lagi keadaan masih kaya gini , semangat guys",UgzDYqWTjEp0AAG_lTt4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgzDYqWTjEp0AAG_lTt4AaABAg,4/29/2024 11:48,0,"Mantap , pilihan prabowo sedangkan prabowo melanjutkan jokowi , berarti 10 tahun lagi keadaan masih kaya gini , semangat guys",http://www.youtube.com/@bahtiaraditya4421
195,@silversword3441,kl pemimpinnya suka m3langgar apalagi yg dibawahnya,Ugw70lszlZq092vCk7d4AaABAg,,1,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugw70lszlZq092vCk7d4AaABAg,4/29/2024 11:48,0,kl pemimpinnya suka m3langgar apalagi yg dibawahnya,http://www.youtube.com/@silversword3441
196,@theprototype8632,Bukannya malah membantu sekolah SLB. Malah kebalikannya.,UgxDPckeBzeosXaeTP94AaABAg,,1,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgxDPckeBzeosXaeTP94AaABAg,4/29/2024 11:44,0,Bukannya malah membantu sekolah SLB. Malah kebalikannya.,http://www.youtube.com/@theprototype8632
197,@autodeleteon1274,Ngeleeass ae,UgySBQo6kERR-Jneg494AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgySBQo6kERR-Jneg494AaABAg,4/29/2024 11:42,0,Ngeleeass ae,http://www.youtube.com/@autodeleteon1274
198,@sulisoke,"Viralin... Biadab itu sih, hibah utk pendidikan kok dkenakan pajak. 0% harusnya!!!",UgzGQePeDledGRSzxaR4AaABAg,,1,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgzGQePeDledGRSzxaR4AaABAg,4/29/2024 11:41,0,"Viralin... Biadab itu sih, hibah utk pendidikan kok dkenakan pajak. 0% harusnya!!!",http://www.youtube.com/@sulisoke
199,@jarwo-ci9lb,Negri konoha penuh drama,Ugzb84E4qzeatn7NeG14AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugzb84E4qzeatn7NeG14AaABAg,4/29/2024 11:39,0,Negri konoha penuh drama,http://www.youtube.com/@jarwo-ci9lb
200,@user-uy3vt3qh1t,Katanya BERAGAMA MENGHINDARI MAKAN HARAM TAPI PENGHASILANNYA CARI YG HARAM ATAS NAMA NEGARA...PERASLAH RAKYAT SEBESAR BESARNYA BIAR MAKMUR 7 TURUN AN,Ugw_K8ewy6JiOJZmupB4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugw_K8ewy6JiOJZmupB4AaABAg,4/29/2024 11:37,0,Katanya BERAGAMA MENGHINDARI MAKAN HARAM TAPI PENGHASILANNYA CARI YG HARAM ATAS NAMA NEGARA...PERASLAH RAKYAT SEBESAR BESARNYA BIAR MAKMUR 7 TURUN AN,http://www.youtube.com/@user-uy3vt3qh1t
201,@AhmadAndreA.,ALLAHHUMMA SHOLLI ALA SAYYIDINA MUHAMMAD WA\'ALA AALII SAYYIDINA MUHAMMAD ALLAHHUMMASHOLLIALAIH MASYAALLAH SHUBANALLAH YA ALLAH SWT.🥰🥰🇮🇩🇮🇩🇮🇩♥️🇵🇸🇵🇸🇵🇸🤲🏻🇲🇾🇲🇾.,UgxqWigDv3Keg7X4yr94AaABAg,,1,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgxqWigDv3Keg7X4yr94AaABAg,4/29/2024 11:34,0,ALLAHHUMMA SHOLLI ALA SAYYIDINA MUHAMMAD WA\'ALA AALII SAYYIDINA MUHAMMAD ALLAHHUMMASHOLLIALAIH MASYAALLAH SHUBANALLAH YA ALLAH SWT.🥰🥰🇮🇩🇮🇩🇮🇩♥️🇵🇸🇵🇸🇵🇸🤲🏻🇲🇾🇲🇾.,http://www.youtube.com/@AhmadAndreA.
202,@fuguface,Dadi perek ae mul,UgzuEclmUwgcZiTqR214AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgzuEclmUwgcZiTqR214AaABAg,4/29/2024 11:33,0,Dadi perek ae mul,http://www.youtube.com/@fuguface
203,@JP-kq7rg,NGAPAIN MASIH ADA RAPAT ? LANGSUNG AJA PECAT GANTI ORANG2NYA,Ugx8IauZD0_qMpbsHq94AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugx8IauZD0_qMpbsHq94AaABAg,4/29/2024 11:31,0,NGAPAIN MASIH ADA RAPAT ? LANGSUNG AJA PECAT GANTI ORANG2NYA,http://www.youtube.com/@JP-kq7rg
204,@EdyPurwantoko,Ya di bebasin dong dari pada kebongkar lebih banyak...,UgxoEXbeuavpgfrSczB4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgxoEXbeuavpgfrSczB4AaABAg,4/29/2024 11:29,0,Ya di bebasin dong dari pada kebongkar lebih banyak...,http://www.youtube.com/@EdyPurwantoko
205,@febrianagung2499,Lucuuuuuu,UgxnSBGoqeXwXOXk1HZ4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgxnSBGoqeXwXOXk1HZ4AaABAg,4/29/2024 11:25,0,Lucuuuuuu,http://www.youtube.com/@febrianagung2499
206,@abihaerudin7180,"Mana nih suaranya para ustadz dan Gus pembela pajak? Nongol dong, jangan cuma cari muka, cari popularitas.",Ugxgj_v1I_ab80QmwK54AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugxgj_v1I_ab80QmwK54AaABAg,4/29/2024 11:24,0,"Mana nih suaranya para ustadz dan Gus pembela pajak? Nongol dong, jangan cuma cari muka, cari popularitas.",http://www.youtube.com/@abihaerudin7180
207,@adithreeIndonesiaforever,kalau harley davidson free pass😂😂😂😂😂,UgyBDt0M_zIzsC8xMJh4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgyBDt0M_zIzsC8xMJh4AaABAg,4/29/2024 11:23,0,kalau harley davidson free pass😂😂😂😂😂,http://www.youtube.com/@adithreeIndonesiaforever
208,@petualang_q9494,Kita doakan bersama amin,UgxhNxNMGsku_dszH454AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgxhNxNMGsku_dszH454AaABAg,4/29/2024 11:22,0,Kita doakan bersama amin,http://www.youtube.com/@petualang_q9494
209,@hebathebat9925,No viral no justice,UgyhaDtzSSf654mQy4x4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgyhaDtzSSf654mQy4x4AaABAg,4/29/2024 11:22,0,No viral no justice,http://www.youtube.com/@hebathebat9925
210,@triyanto7599,Harus di SIDAK DULU baru di rubah\' kebiasaan para OKNUM yang dapat dilakukan bila tidak ada INSPEKSI\' dasar MALING\'!,Ugylr9KXjJS8GtqOZXh4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugylr9KXjJS8GtqOZXh4AaABAg,4/29/2024 11:20,0,Harus di SIDAK DULU baru di rubah\' kebiasaan para OKNUM yang dapat dilakukan bila tidak ada INSPEKSI\' dasar MALING\'!,http://www.youtube.com/@triyanto7599
211,@eeniin-iw5kd,gaji aja besar ternyata kerja pegawai nya bobrok dan terkesan hanya mengejar target untuk mendapat bonus dari kerja yg memang sengaja mencari target pendapatan entah untuk kepentingan siapa....,UgweuKnLtG-D-280kTd4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgweuKnLtG-D-280kTd4AaABAg,4/29/2024 11:18,0,gaji aja besar ternyata kerja pegawai nya bobrok dan terkesan hanya mengejar target untuk mendapat bonus dari kerja yg memang sengaja mencari target pendapatan entah untuk kepentingan siapa....,http://www.youtube.com/@eeniin-iw5kd
212,@mamuk3394,Negrii bobroook di biarkan ajaa,UgxshWNEeSGaRyihnit4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgxshWNEeSGaRyihnit4AaABAg,4/29/2024 11:17,0,Negrii bobroook di biarkan ajaa,http://www.youtube.com/@mamuk3394
213,@abdulsyuibtanjung2853,"Malu lah...., Gaji dari uang rakyat, Malah nyusahin Rakyat 😢😢😢",Ugx1n-w7_6pI-hFowKl4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugx1n-w7_6pI-hFowKl4AaABAg,4/29/2024 11:16,0,"Malu lah...., Gaji dari uang rakyat, Malah nyusahin Rakyat 😢😢😢",http://www.youtube.com/@abdulsyuibtanjung2853
214,@indahcargo9210,"Waduuuuh tega skli beacukai bener2 tak pny hati gila pntes bnyk korupsi di beacukai, tolong bu mentri pecat biar semua oknum beacukai n jg barang2 TKI yg di tahan kasian in donk mrk beacukai gudang korupsi pantes semuanya pd kaya raya enak cpt kaya yaitu beacukai gila bener",Ugx9K3U852zQCv2lxxV4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugx9K3U852zQCv2lxxV4AaABAg,4/29/2024 11:15,0,"Waduuuuh tega skli beacukai bener2 tak pny hati gila pntes bnyk korupsi di beacukai, tolong bu mentri pecat biar semua oknum beacukai n jg barang2 TKI yg di tahan kasian in donk mrk beacukai gudang korupsi pantes semuanya pd kaya raya enak cpt kaya yaitu beacukai gila bener",http://www.youtube.com/@indahcargo9210
215,@iconpositip8351,Kerjaan sri apa aja? Ngutang jor2an lalu sogok rakyat simpati pilih kodok anak kodok dg blt2 semacamnya dan bansos,UgxNQ6z9m8ZlAJ5zv4x4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgxNQ6z9m8ZlAJ5zv4x4AaABAg,4/29/2024 11:13,0,Kerjaan sri apa aja? Ngutang jor2an lalu sogok rakyat simpati pilih kodok anak kodok dg blt2 semacamnya dan bansos,http://www.youtube.com/@iconpositip8351
216,@mieayamindorasa2,Bismillah 🧐astagfirullah. 🙏🙏,UgwgPA8bbylTQKS28I94AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgwgPA8bbylTQKS28I94AaABAg,4/29/2024 11:12,0,Bismillah 🧐astagfirullah. 🙏🙏,http://www.youtube.com/@mieayamindorasa2
217,@AslamAs-jp2oy,"Dasar,,, pecat semua ..",Ugw9JrMKPR52aRQv4e54AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugw9JrMKPR52aRQv4e54AaABAg,4/29/2024 11:11,0,"Dasar,,, pecat semua ..",http://www.youtube.com/@AslamAs-jp2oy
218,@bangbens5165,"Udahlah alat belajar anak tunanetra tertahan sejak 2022,,, sekarang 2024, hibah pula... Tamak banget bea cukai ini...",UgwcTojTezZI2gcVvWt4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgwcTojTezZI2gcVvWt4AaABAg,4/29/2024 11:10,0,"Udahlah alat belajar anak tunanetra tertahan sejak 2022,,, sekarang 2024, hibah pula... Tamak banget bea cukai ini...",http://www.youtube.com/@bangbens5165
219,@RiyantoAnto-mz6mv,tenang tar bansos nya cair,UgxlrqmVX9mgqjkpJrt4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgxlrqmVX9mgqjkpJrt4AaABAg,4/29/2024 11:10,0,tenang tar bansos nya cair,http://www.youtube.com/@RiyantoAnto-mz6mv
220,@muhammadabahraq5386,"Bea Cukai sudah sering buat masalah, pegawainya juga banyak yg kena kpk😂",UgxOoFkpUyVljeiaeHl4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgxOoFkpUyVljeiaeHl4AaABAg,4/29/2024 11:10,0,"Bea Cukai sudah sering buat masalah, pegawainya juga banyak yg kena kpk😂",http://www.youtube.com/@muhammadabahraq5386
221,@dederahman2830,buat orang susah saja dupersulit,UgwgIPH-nqquc1qmHaR4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgwgIPH-nqquc1qmHaR4AaABAg,4/29/2024 11:10,0,buat orang susah saja dupersulit,http://www.youtube.com/@dederahman2830
222,@fatihchanel4272,Lahan basah,UgwtKZaYlOlsjkP8QqV4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgwtKZaYlOlsjkP8QqV4AaABAg,4/29/2024 11:10,0,Lahan basah,http://www.youtube.com/@fatihchanel4272
223,@user-cj7rd2gc7j,Bea cukai itu rampok berseragam,UgynSomMcT-5rZHzLMd4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgynSomMcT-5rZHzLMd4AaABAg,4/29/2024 11:08,0,Bea cukai itu rampok berseragam,http://www.youtube.com/@user-cj7rd2gc7j
224,@nansnuraini7337,"Mohon Pemerintah,Usut tuntas  tertibkan aparat²/fihak² yg nakal, Krn srg trjd Pemalakan oleh aparat yg brrtindak sewenang² (drmn lagi bs dpt duit tambahan kalo tdk dg cara bgni,ya kan??? ) Juga srg trjd pd TKI yg pulkam Indonesia.kena pajak yg sgt byk  mahal.",UgxEd5vdpWBd8ucT6pp4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgxEd5vdpWBd8ucT6pp4AaABAg,4/29/2024 11:08,0,"Mohon Pemerintah,Usut tuntas  tertibkan aparat²/fihak² yg nakal, Krn srg trjd Pemalakan oleh aparat yg brrtindak sewenang² (drmn lagi bs dpt duit tambahan kalo tdk dg cara bgni,ya kan??? ) Juga srg trjd pd TKI yg pulkam Indonesia.kena pajak yg sgt byk  mahal.",http://www.youtube.com/@nansnuraini7337
225,@sarmanayaho3903,"Kok yang bersangkutan ga di pecat ya,",UgypcAXafR6ivzGrlHl4AaABAg,,1,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgypcAXafR6ivzGrlHl4AaABAg,4/29/2024 11:08,0,"Kok yang bersangkutan ga di pecat ya,",http://www.youtube.com/@sarmanayaho3903
226,@DjiTu-fw5rb,Taaaaaaaaaaaaaaa,Ugx4_zSvgT-4Fdb64GZ4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugx4_zSvgT-4Fdb64GZ4AaABAg,4/29/2024 11:07,0,Taaaaaaaaaaaaaaa,http://www.youtube.com/@DjiTu-fw5rb
227,@AditBuaran,Harus viral dulu...,UgzOjUhPr6W0YWccWoh4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgzOjUhPr6W0YWccWoh4AaABAg,4/29/2024 11:07,0,Harus viral dulu...,http://www.youtube.com/@AditBuaran
228,@user-wp4lw9eb3c,"Udah tanggung, jogetin aja udah percuma konoha diujung tanduk, malingnya tekoordinir.",Ugx8gbjVjiW0C-ElweZ4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugx8gbjVjiW0C-ElweZ4AaABAg,4/29/2024 11:07,0,"Udah tanggung, jogetin aja udah percuma konoha diujung tanduk, malingnya tekoordinir.",http://www.youtube.com/@user-wp4lw9eb3c
229,@AditBuaran,Ampun deh,UgydUngaqd02qkhu69V4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgydUngaqd02qkhu69V4AaABAg,4/29/2024 11:06,0,Ampun deh,http://www.youtube.com/@AditBuaran
230,@YantiLathifah-dy9qr,Indoneisa surgannya para koruptot,Ugync6hyiZ8dQ16gmet4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugync6hyiZ8dQ16gmet4AaABAg,4/29/2024 11:06,0,Indoneisa surgannya para koruptot,http://www.youtube.com/@YantiLathifah-dy9qr
231,@aikenspace1435,ok gasss,UgyMEBY2z-n93noWJ3Z4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgyMEBY2z-n93noWJ3Z4AaABAg,4/29/2024 11:05,0,ok gasss,http://www.youtube.com/@aikenspace1435
232,@stampleuji5385,Bea cukai adalah komplotan Orang gilaa sesungguhnya,Ugz8vYGtRMQ30dnw2K14AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugz8vYGtRMQ30dnw2K14AaABAg,4/29/2024 11:05,0,Bea cukai adalah komplotan Orang gilaa sesungguhnya,http://www.youtube.com/@stampleuji5385
